customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
002905287304e28c0218389269b4759b,8bc183d9b9efac18f96f680940191c45,37578,bueno brandao,MG
002b5342c72978cf0aba6aae1f5d5293,76e5f3bca2b1f5c510c41563c2ea31a4,22775,rio de janeiro,RJ
002d597546b2cf44428232c9f237f873,539b6ae3b5f2999db7e44c8d4dc2069f,13208,jundiai,SP
003e45472805afa1ee701d83284fa22b,28e2041c0f17e12da80a0146305c9259,90670,porto alegre,RS
0040a8417928d0d5abd5169cd7877181,96e147852028a3ce1d25c86f03032023,12288,cacapava,SP
00ee08bd4046a080a8ec38c5e0937372,5efe3bb2ff056a6a0f2370818502daed,25935,mage,RJ
00f58ffb9b2f2764032aca4e22330725,b1cf8d49a04154f58aa89edd28a8bca2,03570,sao paulo,SP
012413f25e1a3f143b2001198e916594,99251d77284980383662133057fe855b,13880,vargem grande do sul,SP
01514a0b29d64250fc301b3413aa0ba3,af329b8b816bc8de251c365f45c848af,86088,londrina,PR
0199164bec886c94218205248559d7b6,90b1c133c701d73bea3f50a1d78730ec,13333,indaiatuba,SP
01d444480a8e7ed180b6c5cb5993a273,7ee80de1a077e0aeae1783715ec36476,06900,embu-guacu,SP
01de8fdab9ccb256665253dab73c1509,6af4044a36cafc05bb7c43494a3fd874,23056,rio de janeiro,RJ
01e2dee0a2e7464a701d0c480225501c,36def45e1f60582815cbf52cf3c33b1f,13098,campinas,SP
01fc05160cf790b9ed54ec795ff07688,225e63e9d240db566203b1ed918a809c,20760,rio de janeiro,RJ
022b1e47fbf658d8e3865c8753bf361f,0623c2d27abb37e8ad0ac4c8328ea5ad,92310,canoas,RS
023cd48849ba0870ecf5157ad5039ef2,9124f443beec74e545798a0f3977d1df,08440,sao paulo,SP
02447d437f30e908a881b92fdca09e41,615922c430abddd368735199c38e735d,27936,macae,RJ
026134c333097d60a052ab271aa99159,0398b8575daf8b69af233f7b7c39fb02,28200,sao joao da barra,RJ
02735ed0fa102eb7d85ff54982e7905a,a094910c1933dcb019f14b2cbd8e89b5,78005,cuiaba,MT
0277bd798b42071cb092b1795dbae947,6f3f49fc855f386bf0f737c9d84995dc,21557,rio de janeiro,RJ
029f546fde4adb1892e8800cb49b694b,e9aea07c357910650d00d683d374a8ba,41720,salvador,BA
02a0108a7d89916840cb3edb1585480e,862a31a206dd93be6ed95a70cd8b4b2d,34300,rio acima,MG
02acb1d49edb6c09b61d2f496afc61b5,bfe14bfa136397036c4fd0cade75c68c,29142,cariacica,ES
02d82f830047e8f02a1092bc7c6599ac,40b9153e9d1e084b64e305161a713aec,24130,niteroi,RJ
02fcee476755e629f2a4113550450b24,38fb3a44470e308a1f68847d62cf00b7,06766,taboao da serra,SP
030c88df740faf58e3bbf38fe25c1743,940aac34d4cc9e76c04cb2df90d0a957,38412,uberlandia,MG
031cb9fac5344bf6def68aacea5eafec,f95407bbebadeb8eb236153ba339e998,05466,sao paulo,SP
03440934dd266ec0b356eed6e0191612,2f4118eaf3d3df4bf8c3d57f8c2bb1a3,30140,belo horizonte,MG
035ac81f8d263612429021ec3c89e7ac,7fea4a45a89866c4724b55c562951862,01127,sao paulo,SP
035cbd7a946d33043056a4fb2d685fb4,ca994abc57b0bd7981d91d0061b3d8d6,90570,porto alegre,RS
0381ec58ea2fa26fb596e5d1af0e270d,168572ecfee20cf6f055775f96a119a5,04814,sao paulo,SP
0386dfdebdb359b0612a0563487cbb7f,f8a45ea781e72553d785afcdc0660c91,22270,rio de janeiro,RJ
0389344fcfa1b39110fe6943f8abcfad,c2676cdedacba0e3aed5312e06b9bdda,95180,farroupilha,RS
03a7ec15e921e602f51a834e5be50b4f,1d49289b3a906433e3ee62d969b5fd35,95185,carlos barbosa,RS
03ae9ed4f94758b2d7b66356b797add4,4e51fe41912be91deba264ef9b453a34,38017,uberaba,MG
0404d1fae25bd35102d36861b05e0108,2795c58c219802a191224d7756c24679,05417,sao paulo,SP
0437042370a13825737a6b3ec892166a,dc7231ae7ea2f5af8f54965e6c999611,01508,sao paulo,SP
0440345aa3f318c95691cd2345894071,4c9970ba5173d36a54c376b7f02c3aaa,09210,santo andre,SP
0462ec49c7305de0305ec03923c990c1,986c25a5e2ca08ed0a961e8475bfa26d,12517,guaratingueta,SP
049393fef7b67922535cadda19054cae,b3d3b280e7cc9eb88110b820ba5fc75c,35770,caetanopolis,MG
0495c862254261efd27f91c74ce7361b,36960608076d6103c6f3a513b5123884,05540,sao paulo,SP
04a3408f7d73698797fafee2580f4b18,56f0db47c9ee73713767795c062fe0d8,04304,sao paulo,SP
04d00072237ea49b7decdfe6d22f98af,106e0497270dd197f3911ddfd9251552,20530,rio de janeiro,RJ
04d795e7e90c83bd1dd185038140abc9,424adf7fb8aa12c60a29a76787d9a60d,38183,araxa,MG
04f3fed63b02610ccf63aea0874d9b19,aa8804bf7d630692c09b03528f1fdedd,24230,niteroi,RJ
052de1fe665ac4765f9f00a663057442,387dfe9949a341018335ecc237ee7a28,28970,araruama,RJ
053716fea805d6b29d6f8b6113fefe4d,3b2aa495b3557acad84b380301a9cc94,62570,bela cruz,CE
0541aa34358f8279116d1d183f1e4eec,66e1f83376794a26466b8aff77e4a5d0,65031,sao luis,MA
0546c71e7b8f6ea44bc1324beefa72ea,7aa39b5004216556ea3013c7ae23ba40,21853,rio de janeiro,RJ
0551eb34013c485caeacfd2915dbec96,d3d6ab62e2b65c66b94b19924886f9ab,87709,paranavai,PR
05787fcd7b77ceb360bd59963a6d7aa0,678f55620ea0eefc503bc2ba3f5e20e0,02837,sao paulo,SP
057adf4557a4a3544a67ea4221b891c0,ff423b634e7bbec16b9f1466f126eb18,09170,santo andre,SP
05838d97b4a3948e120c9fb440374691,d7b402c756be57180fa0df36f58d8b7f,33400,lagoa santa,MG
05e237154feb13bc6ef4bb9906d36b5a,3494f941155fd4f208c6f3164fa6adc2,40314,salvador,BA
05f755716925c7f1c0aa42b4730e77a7,809ecdd6011f1787f73bef179ce2a63a,20751,rio de janeiro,RJ
062ef9c4ca1960871896825b2c3a1f9a,b98f07c1577a24dc45f9d2d01eeff3d3,04661,sao paulo,SP
06310364d1a86fb500d18a2b70a26df0,95b5df391e1286f9062bc28b86465d77,12610,lorena,SP
06d1ee5468d9a2c7acbbc36630dc6c87,70d7ba99d56bc498764ab76ab8329f43,96203,rio grande,RS
06d59aa5dcec13f7cb753276300a499b,7cb9a6b438fe0a5f228bfd32ff9e1a11,30720,belo horizonte,MG
06ec7aed3161859018db02f695b6600d,3e43e6105506432c953e165fb2acf44c,11701,praia grande,SP
070571ebd72c8abf80e793aa0faa32f8,ce062bc310d6e7ef233195118e090f1e,22080,rio de janeiro,RJ
071d9f8e80f0f0415885e9aac5814700,dc0ad7294670a9c92b0af89e43ed44d8,11030,santos,SP
07226545d056696fc5946dab0f0f2a7c,be503af00c47c568e3fffd9b2344b5c6,02562,sao paulo,SP
0770fab1a98ce26d042a7aad41fdbc8f,ef89c781d27561d99c4b90783fde3c57,62790,redencao,CE
079f12eb1b192642da96011b5befc023,4eaf709a63916717d9f464d05beabfb5,36660,alem paraiba,MG
07c5453d0cc0683141b3b76577d9cb32,5489252feee6939c7874ef05a203c4a3,22710,rio de janeiro,RJ
07faf5d8c1d359058b9d05b3cb4d1d3d,d54f530b276f01f27816bae1abd12be4,02851,sao paulo,SP
0808e1fd27de920368bc1c0b7bfc116d,4fb7466a20c5587f2b4d6716ee6cab92,01434,sao paulo,SP
083d0767ee04f4a01cc28835dc32d6b4,e6b176f00ad708dab08998ac633b71bb,08490,sao paulo,SP
084c12a2c5354ee5059c02f470e22aec,58bfa8233987cdb7b475f1ac752a7457,01310,sao paulo,SP
0881e1574aa6b621c551a421297af5b8,18bc87094128bbfe943cf88adcf72059,01238,sao paulo,SP
08a0ac1decaff11abb24f276429ee4bf,903fd0a27e127b1fad40186fd85c1499,25515,sao joao de meriti,RJ
08b9cbfbf948ebc2dc43212aa3b5a2a2,553b07cb90e5a17d748dbcf842c00118,19042,presidente prudente,SP
08d7b1fe49c75e0ebc5758f55d41a580,61566a7cfb47ac2054df1a47072b413b,20511,rio de janeiro,RJ
08dbe84d5f0f740e4ffded575b686e32,c6c03bba166b958a40328e452ead2b3f,53150,olinda,PE
0905bd9a4436e519b45948d992a8a04d,fb0122e601d03542c5c8e3e54c7f897c,24230,niteroi,RJ
090881015f7293808eff51132d75a209,de86a31c04324655ba359a25f09f0bd1,13401,piracicaba,SP
091fea6ad6eea188d7ef495b8b0a3551,60779ec5b5cd830c9a6c3772161b71b6,06852,itapecerica da serra,SP
093e07dbdcc9f26d16a5cf4c0b8173ab,95e1a44735b65ecbe457b0c97f588b07,21020,rio de janeiro,RJ
